Code,UFMC
033-006,ДЖИДИНСКИМ ОМ ОВД ДЖИДИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-007,НОВОИЛЬИНСКИМ ОМ ОВД ЗАИГРАЕВСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-008,ОНОХОЙСКИМ ОМ ОВД ЗАИГРАЕВСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-009,БАБУШКИНСКИМ ОМ ОВД КАБАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-010,БАЙКАЛО-КУДАРИНСКИМ ОМ ОВД КАБАНСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-011,СЕЛЕНГИНСКИМ ОМ
033-012,КУДАРА-СОМОНСКИМ ОМ ОВД КЯХТИНСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-013,СЕВЕРО-МУЙСКИМ ОМ ОВД МУЙСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-014,ИЛЬИНСКИМ ОМ ПРИБАЙКАЛЬСКОГО РОВД РЕСП. БУРЯТИЯ
033-015,НОВО-УОЯНСКИМ ОМ СЕВЕРОБАЙКАЛЬСКОГО РОВД РЕСП. БУРЯТИЯ
033-016,СЕЛЕНДУМСКИМ ОМ СЕЛЕНГИНСКОГО ГРОВД РЕСП. БУРЯТИЯ
033-017,САГАННУРСКИМ ОМ ОВД МУХОРШИБИРСКОГО РАЙОНА РЕСП. БУРЯТИЯ
033-018,ОВД УЛАН-УДЭ-35 РЕСП. БУРЯТИЯ
033-019,2 ОМ ЗАИГРАЕВСКОГО ОВД РЕСП. БУРЯТИЯ
033-020,ОВД Г. УЛАН-УДЭ-35 РЕСП. БУРЯТИЯ
040-001,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В Г. ГОРНО-АЛТАЙСКЕ
040-002,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В МАЙМИНСКОМ РАЙОНЕ
040-003,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В ЧОЙСКОМ РАЙОНЕ
040-004,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В ТУРОЧАКСКОМ РАЙОНЕ
040-005,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В ЧЕМАЛЬСКОМ РАЙОНЕ
040-006,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В ШЕБАЛИНСКОМ РАЙОНЕ
040-007,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В ОНГУДАЙСКОМ РАЙОНЕ
040-008,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В УСТЬ-КАНСКОМ РАЙОНЕ
040-009,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В УСТЬ-КОКСИНСКОМ РАЙОНЕ
040-010,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В УЛАГАНСКОМ РАЙОНЕ
040-011,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В УЛАГАНСКОМ РАЙОНЕ
040-012,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В КОШ-АГАЧСКОМ РАЙОНЕ
040-013,ОФМС РОССИИ ПО РЕСП. АЛТАЙ
041-001,МВД РЕСП. АЛТАЙ
042-001,ОВД ГОРНО-АЛТАЙСКА РЕСП. АЛТАЙ
042-002,ОВД МАЙМИНСКОГО РАЙОНА РЕСП. АЛТАЙ
042-003,ЧОЙСКИМ РОВД РЕСП. АЛТАЙ
042-004,ТУРОЧАКСКИМ РОВД РЕСП. АЛТАЙ
042-005,ЧЕМАЛЬСКИМ РОВД РЕСП. АЛТАЙ
042-006,ШЕБАЛИНСКИМ РОВД РЕСП. АЛТАЙ
042-007,ОНГУДАЙСКИМ РОВД РЕСП. АЛТАЙ
042-008,УСТЬ-КАНСКИМ РОВД РЕСП. АЛТАЙ
042-009,УСТЬ-КОКСИНСКИМ РОВД РЕСП. АЛТАЙ
042-010,УЛАГАНСКИМ РОВД РЕСП. АЛТАЙ
042-011,ОВД КОШ-АГАЧСКОГО РАЙОНА РА
043-001,ТП ОФМС РОССИИ ПО РЕСП. АЛТАЙ В УЛАГАНСКОМ РАЙОНЕ
050-001,УФМС РОССИИ ПО РЕСП. ДАГЕСТАН
050-002,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ЛЕНИНСКОМ РАЙОНЕ Г. МАХАЧКАЛЫ
050-003,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В СОВЕТСКОМ РАЙОНЕ Г. МАХАЧКАЛЫ
050-004,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КИРОВСКОМ РАЙОНЕ Г. МАХАЧКАЛЫ
050-005,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. БУЙНАКСКЕ
050-006,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. ДЕРБЕНТЕ
050-007,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. ИЗБЕРБАШ
050-008,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. КАСПИЙСКЕ
050-009,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. КИЗИЛЮРТЕ
050-010,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. КИЗЛЯРЕ
050-011,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. ХАСАВЮРТЕ
050-012,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. ЮЖНО-СУХОКУМСКЕ
050-013,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. ДАГЕСТАНСКИЕ ОГНИ
050-014,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. ТПИГ (АГУЛЬСКИЙ Р-Н)
050-015,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В АКУШИНСКОМ РАЙОНЕ
050-016,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В АХВАХСКОМ РАЙОНЕ
050-017,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. АХТЫ (АХТЫНСКИЙ Р-Н)
050-018,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В БАБАЮРТОВСКОМ РАЙОНЕ
050-019,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В БОТЛИХСКОМ РАЙОНЕ
050-020,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ГЕРГЕБИЛЬСКОМ РАЙОНЕ
050-021,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ГУМБЕТОВСКОМ РАЙОНЕ
050-022,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ГУНИБСКОМ РАЙОНЕ
050-023,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ДАХАДАЕВСКОМ РАЙОНЕ
050-024,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. УСУХЧАЙ (ДОКУЗПАРИНСКИЙ Р-Н)
050-025,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КАЗБЕКОВСКОМ РАЙОНЕ
050-026,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КАЙТАГСКОМ РАЙОНЕ
050-027,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КАРАБУДАХКЕНТСКОМ РАЙОНЕ
050-028,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КАЯКЕНТСКОМ РАЙОНЕ
050-029,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КУЛИНСКОМ РАЙОНЕ
050-030,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КУМТОРКАЛИНСКОМ РАЙОНЕ
050-031,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. КУРАХ (КУРАХСКИЙ Р-Н)
050-032,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ЛАКСКОМ РАЙОНЕ
050-033,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ЛЕВАШИНСКОМ РАЙОНЕ
050-034,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В МАГАРАМКЕНТСКОМ РАЙОНЕ
050-035,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В НОВОЛАКСКОМ РАЙОНЕ
050-036,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В НОГАЙСКОМ РАЙОНЕ
050-037,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. РУТУЛ (РУТУЛЬСКИЙ Р-Н)
050-038,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В СЕРГОКАЛИНСКОМ РАЙОНЕ
050-039,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В СУЛЕЙМАН-СТАЛЬСКОМ РАЙОНЕ
050-040,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ТАБАСАРАНСКОМ РАЙОНЕ
050-041,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ТАРУМОВСКОМ РАЙОНЕ
050-042,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ТЛЯРАТИНСКОМ РАЙОНЕ
050-043,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В УНЦУКУЛЬСКОМ РАЙОНЕ
050-044,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ХИВСКОМ РАЙОНЕ
050-045,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ХУНЗАХСКОМ РАЙОНЕ
050-046,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ЦУМАДИНСКОМ РАЙОНЕ
050-047,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ЦУНТИНСКОМ РАЙОЕНЕ
050-048,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ЧАРОДИНСКОМ РАЙОНЕ
050-049,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ШАМИЛЬСКОМ РАЙОНЕ
050-050,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В БУЙНАКСКОМ РАЙОНЕ
050-051,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ДЕРБЕНТСКОМ РАЙОНЕ
050-052,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КИЗИЛЮРТОВСКОМ РАЙОНЕ
050-053,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В КИЗЛЯРСКОМ РАЙОНЕ
050-054,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ХАСАВЮРТОВСКОМ РАЙОНЕ
050-055,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ПОС. ШАМХАЛ
050-056,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. КАРАМАХИ
050-057,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ПОС. БЕЛИДЖИ
050-058,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ПОС. МАМЕДКАЛА
050-059,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ПОС. ДУБКИ
050-060,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ПОС. КОЧУБЕЙ
050-061,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В С. БЕЖТА
050-062,ТП УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В ПОС. ШАМИЛЬКАЛА
050-063,МВД ПО РЕСП. ДАГЕСТАН
050-064,МВД ПО РЕСП. ДАГЕСТАН
050-065,МВД ПО РЕСП. ДАГЕСТАН
050-066,МВД ПО РЕСП. ДАГЕСТАН
050-067,МВД ПО РЕСП. ДАГЕСТАН
050-068,МВД ПО РЕСП. ДАГЕСТАН
050-069,МВД ПО РЕСП. ДАГЕСТАН
050-070,МРО УФМС РОССИИ ПО РЕСП. ДАГЕСТАН В Г. ИЗБЕРБАШ
051-001,МВД РЕСП. ДАГЕСТАН
052-001,ОВД ЛЕНИНСКОГО РАЙОНА Г. МАХАЧКАЛЫ РЕСП. ДАГЕСТАН
052-002,СОВЕТСКИМ РОВД Г. МАХАЧКАЛЫ
052-003,ОВД Г. БУЙНАКСКА РЕСП. ДАГЕСТАН
052-004,ОВД Г. ДЕРБЕНТА РЕСП. ДАГЕСТАН
052-005,ОВД Г. ИЗБЕРБАША РЕСП. ДАГЕСТАН
052-006,ОВД Г. КАСПИЙСКА РЕСП. ДАГЕСТАН
052-007,ОВД Г. КИЗИЛЮРТА РЕСП. ДАГЕСТАН
052-008,ОВД Г. КИЗЛЯРА РЕСП. ДАГЕСТАН
052-009,ОВД КИЗЛЯРСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-010,ХАСАВЮРТОВСКИМ ГОВД РЕСП. ДАГЕСТАН
052-011,ХАСАВЮРТОВСКИМ РОВД РЕСП. ДАГЕСТАН
052-012,ОВД АГУЛЬСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-013,ОВД АКУШИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-014,ОВД АХВАХСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-015,ОВД АХТЫНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-016,ОВД БАБАЮРТОВСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-017,ОВД БОТЛИХСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-018,ОВД ГЕРГЕБИЛЬСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-019,ОВД ГУМБЕТОВСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-020,ОВД КАЗБЕКОВСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-021,ДАХАДАЕВСКИМ РОВД РЕСП. ДАГЕСТАН
052-022,КАЗБЕКОВСКИМ РОВД РЕСП. ДАГЕСТАН
052-023,ОВД КАЙТАГСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-024,ОВД КАЯКЕНТСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-025,ОВД КУЛИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-026,ОВД КУРАХСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-027,ОВД ЛАКСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-028,ОВД ЛЕВАШИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-029,ОВД КАРАБУДАХКЕНТСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-030,ОВД МАГАРАМКЕНТСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-031,ОВД НОВОЛАКСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-032,ОВД НОГАЙСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-033,РУТУЛЬСКИМ РОВД РЕСП. ДАГЕСТАН
052-034,СЕРГОКАЛИНСКИМ РОВД РЕСП. ДАГЕСТАН
052-035,ОВД ШАМИЛЬСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-036,СУЛЕЙМАН-СТАЛЬСКИМ РОВД РЕСП. ДАГЕСТАН
052-037,ТАБАСАРАНСКИМ РОВД РЕСП. ДАГЕСТАН
052-038,ОВД ТАРУМОВСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-039,ОВД КИРОВСКОГО РАЙОНА Г. МАХАЧКАЛЫ РЕСП. ДАГЕСТАН
052-040,ТЛЯРАТИНСКИМ РОВД РЕСП. ДАГЕСТАН
052-041,ОВД УНЦУКУЛЬСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-042,ХИВСКИМ РОВД РЕСП. ДАГЕСТАН
052-043,ХУНЗАХСКИМ РОВД РЕСП. ДАГЕСТАН
052-044,ЦУМАДИНСКИМ РОВД РЕСП. ДАГЕСТАН
052-045,ОВД ЦУНТИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-046,ОВД ЧАРОДИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-047,ОВД Г. ЮЖНО-СУХОКУМСКА РЕСП. ДАГЕСТАН
052-048,ОВД КИЗИЛЮРТОВСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-049,ОВД КУМТОРКАЛИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-050,ОВД ДЕРБЕНТСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-051,ОВД БУЙНАКСКОГО РАЙОНА РЕСП. ДАГЕСТАН
052-052,ОВД Г. ДАГЕСТАНСКИЕ ОГНИ РЕСП. ДАГЕСТАН
052-053,ОВД ДОКУЗПАРИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
053-001,БЕЖТИНСКИМ ПОСЕЛКОВЫМ ОМ ЦУНТИНСКОГО РАЙОНА РЕСП. ДАГЕСТАН
053-002,БЕЛИДЖИНСКИМ ПОСЕЛКОВЫМ ОМ ДЕРБЕНТСКОГО РАЙОНА РЕСП. ДАГЕСТАН
053-003,ДУБКИНСКИМ ПОСЕЛКОВЫМ ОМ Г. КИЗИЛЮРТА РЕСП. ДАГЕСТАН
053-004,КОЧУБЕЙСКИМ ПОСЕЛКОВЫМ ОМ ТАРУМОВСКОГО РАЙОНА РЕСП. ДАГЕСТАН
053-005,МАМЕДКАЛИНСКИМ ПОСЕЛКОВЫМ ОМ ДЕРБЕНТСКОГО РАЙОНА РЕСП. ДАГЕСТАН
053-006,ШАМИЛЬКАЛИНСКИМ ПОСЕЛКОВЫМ ОМ УНЦУКУЛЬСКОГО РАЙОНА РЕСП. ДАГЕСТАН
053-007,ШАМХАЛЬСКИМ ПОСЕЛКОВЫМ ОМ ОВД КИРОВСКОГО РАЙОНА Г. МАХАЧКАЛЫ
053-008,КАРАМАХИНСКИМ ПОСЕЛКОВЫМ ОМ БУЙНАКСКОГО РАЙОНА РЕСП. ДАГЕСТАН
060-001,УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ
060-002,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ В Г. НАЗРАНЬ И В Г. МАГАС
060-003,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ В Г. КАРАБУЛАК
060-004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ В НАЗРАНОВСКОМ РАЙОНЕ
060-005,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ В СУНЖЕНСКОМ РАЙОНЕ
060-006,ОТДЕЛОМ УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ В МАЛГОБЕКСКОМ РАЙОНЕ
060-007,ТП УФМС РОССИИ ПО РЕСП. ИНГУШЕТИЯ В ДЖЕЙРАХСКОМ РАЙОНЕ
061-001,МВД РЕСП. ИНГУШЕТИЯ
062-001,ДЖЕЙРАХСКИМ РАЙОНЫЙ ОВД РЕСП. ИНГУШЕТИЯ
062-002,ОВД Г. НАЗРАНЬ РЕСП. ИНГУШЕТИЯ
062-003,ОВД Г. КАРАБУЛАК РЕСП. ИНГУШЕТИЯ
062-004,ОВД НАЗРАНОВСКОГО РАЙОНА РЕСП. ИНГУШЕТИЯ
062-005,СУНЖЕНСКИМ РОВД РЕСП. ИНГУШЕТИЯ
062-006,ОВД МАЛГОБЕКСКОГО РАЙОНА РЕСП. ИНГУШЕТИЯ
062-008,ОВД Г. МАГАС РЕСП. ИНГУШЕТИЯ
070-000,УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
070-001,ОТДЕЛОМ № 1 УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В Г. НАЛЬЧИКЕ
070-002,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ЭЛЬБРУССКОМ РАЙОНЕ
070-003,ТП УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ЛЕСКЕНСКОМ РАЙОНЕ
070-004,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В УРВАНСКОМ РАЙОНЕ
070-005,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ЗОЛЬСКОМ РАЙОНЕ
070-006,ОТДЕЛОМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В МАЙСКОМ РАЙОНЕ
070-007,ОТДЕЛОМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ПРОХЛАДНЕНСКОМ РАЙОНЕ
070-008,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ЧЕГЕМСКОМ РАЙОНЕ
070-009,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ЧЕРЕКСКОМ РАЙОНЕ
070-010,ОТДЕЛОМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В БАКСАНСКОМ РАЙОНЕ
070-011,ОТДЕЛЕНИЕМ УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В ТЕРСКОМ РАЙОНЕ
070-012,ОТДЕЛОМ № 2 УФМС РОССИИ ПО КАБАРДИНО-БАЛКАРСКОЙ РЕСП. В Г. НАЛЬЧИКЕ
071-001,МВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-001,УВД Г. НАЛЬЧИКА
072-002,БАКСАНСКИМ ГОВД МВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-003,ЛЕСКЕНСКИМ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-004,УРВАНСКИМ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-005,ОВД ЗОЛЬСКОЙ АДМИНИСТРАЦИИ КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-006,МАЙСКИМ РОВД
072-007,ПРОХЛАДНЕНСКИМ ГОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-008,ЧЕГЕМСКИМ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-009,ЧЕРЕКСКИМ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-010,ОВД МЕСТНОЙ АДМИНИСТРАЦИИ БАКСАНСКОГО РАЙОНА КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-011,ТЕРСКИМ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-012,ЭЛЬБРУССКИМ РОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
072-013,ПРОХЛАДНЕНСКИМ РОВД РЕСП. КАБАРДИНО-БАЛКАРИЯ
072-015,БАКСАНСКИМ ГОВД КАБАРДИНО-БАЛКАРСКОЙ РЕСП.
080-000,ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ
080-001,ОТДЕЛЕНИЕМ ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ В Г. ЭЛИСТА
080-002,ТП ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ В ГОРОДОВИКОВСКОМ РАЙОНЕ
080-003,ТП ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ В ИКИ-БУРУЛЬСКОМ РАЙОНЕ
080-004,ТП ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ В КЕТЧЕНЕРОВСКОМ РАЙОНЕ
080-005,ТП ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ В ЛАГАНСКОМ РАЙОНЕ
080-006,ТП ОФМС РОССИИ ПО РЕСП. КАЛМЫКИЯ В МАЛОДЕРБЕТОВСКОМ РАЙОНЕ
